system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-06T00:00:00,0.25466546416282654,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-06T00:00:00,0.2966984808444977,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2003-08-06T00:00:00,0.4384339451789856,"{""type"":""Point"",""coordinates"":[15.5666,38.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2003-08-06T00:00:00,0.19566617906093597,"{""type"":""Point"",""coordinates"":[-4.0,35.85]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-07T00:00:00,0.3159216344356537,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-07T00:00:00,0.10982702672481537,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2003-08-07T00:00:00,0.2718736231327057,"{""type"":""Point"",""coordinates"":[-4.0,35.85]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-07T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-08T00:00:00,0.2533758878707886,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-08T00:00:00,0.2655465006828308,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2003-08-08T00:00:00,0.19030626118183136,"{""type"":""Point"",""coordinates"":[10.3,41.8834]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-09T00:00:00,0.2063053399324417,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-09T00:00:00,0.23592591285705566,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-09T00:00:00,0.21222949028015137,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2003-08-09T00:00:00,0.24136649072170258,"{""type"":""Point"",""coordinates"":[10.3,41.8834]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-10T00:00:00,0.35525447130203247,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-10T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-10T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-10T00:00:00,0.2655465006828308,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-11T00:00:00,0.2903713583946228,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-11T00:00:00,0.2778783440589905,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-11T00:00:00,0.15109427273273468,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2003-08-11T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[10.3,41.8834]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-12T00:00:00,0.1726951152086258,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2003-08-12T00:00:00,0.30302560329437256,"{""type"":""Point"",""coordinates"":[15.5666,38.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-12T00:00:00,0.13013823330402374,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-12T00:00:00,0.019232429563999176,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2003-08-12T00:00:00,0.2662719190120697,"{""type"":""Point"",""coordinates"":[10.3,41.8834]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-13T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-13T00:00:00,0.3419554829597473,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,2003-08-13T00:00:00,0.30302560329437256,"{""type"":""Point"",""coordinates"":[15.2666,37.6167]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2003-08-13T00:00:00,0.253174364566803,"{""type"":""Point"",""coordinates"":[15.5666,38.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2003-08-13T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[5.3507,37.8669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2003-08-13T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[6.4757,40.467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2003-08-13T00:00:00,0.3432450592517853,"{""type"":""Point"",""coordinates"":[10.3,41.8834]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2003-08-14T00:00:00,0.19566617906093597,"{""type"":""Point"",""coordinates"":[17.9171,35.9005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2003-08-14T00:00:00,0.16310368478298187,"{""type"":""Point"",""coordinates"":[19.0006,39.9999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2003-08-14T00:00:00,0.2655465006828308,"{""type"":""Point"",""coordinates"":[15.5666,38.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2003-08-14T00:00:00,0.2983104884624481,"{""type"":""Point"",""coordinates"":[-4.0,35.85]}"
